name,location,price,area,bhk,price_cr,area_sqft,bhk_count,price_per_sqft
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹11 Cr,"2,710 sqft",4 BHK,11.0,2710.0,4.0,40590.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹27 Cr,"9,090 sqft",4 BHK,27.0,9090.0,4.0,29703.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7 Cr,"1,980 sqft",3 BHK,7.0,1980.0,3.0,35354.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹6 Cr,"1,809 sqft",3 BHK,6.0,1809.0,3.0,33167.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹5.85 Cr,"1,980 sqft",3 BHK,5.85,1980.0,3.0,29545.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹9.5 Cr,"2,790 sqft",4 BHK,9.5,2790.0,4.0,34050.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.25 Cr,"2,475 sqft",3 BHK,7.25,2475.0,3.0,29293.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹5.9 Cr,"2,124 sqft",3 BHK,5.9,2124.0,3.0,27778.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.8 Cr,"1,800 sqft",3 BHK,7.8,1800.0,3.0,43333.0
"Geetanjali Enclave, Delhi, South Delhi","4 BHK Builder Floor in Geetanjali Enclave, Delhi",₹12 Cr,"4,400 sqft",4 BHK,12.0,4400.0,4.0,27273.0
"Radhey Mohan Drive, Delhi, South Delhi","6 Bedroom Farm house in Radhey Mohan Drive, Delhi",₹45 Cr,"21,600 sqft",6 BHK,45.0,21600.0,6.0,20833.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹15.1 Cr,"4,950 sqft",4 BHK,15.1,4950.0,4.0,30505.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹15.25 Cr,"4,950 sqft",4 BHK,15.25,4950.0,4.0,30808.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹14.85 Cr,"4,950 sqft",4 BHK,14.85,4950.0,4.0,30000.0
first floor brand new,"4 BHK Builder Floor in Greater Kailash 2, Delhi",₹15 Cr,"4,950 sqft",4 BHK,15.0,4950.0,4.0,30303.0
"Panchsheel Enclave, Delhi, South Delhi","3 BHK Builder Floor in Panchsheel Enclave, Delhi",₹6.8 Cr,"2,385 sqft",3 BHK,6.8,2385.0,3.0,28512.0
"SDA, Delhi, South Delhi","3 BHK Builder Floor in SDA, Delhi",₹9.5 Cr,"2,376 sqft",3 BHK,9.5,2376.0,3.0,39983.0
Anand Niketan Builder Floor,"3 BHK Builder Floor in Anand Niketan, Delhi",₹10.8 Cr,"2,430 sqft",3 BHK,10.8,2430.0,3.0,44444.0
Defence Colony Builder Floor,"3 BHK Builder Floor in Defence Colony, South Delhi",₹12 Cr,"2,376 sqft",3 BHK,12.0,2376.0,3.0,50505.0
Defence Colony Builder Floor,"3 BHK Builder Floor in Defence Colony, South Delhi",₹13 Cr,"1,715 sqft",3 BHK,13.0,1715.0,3.0,75802.0
"Gulmohar park, Delhi, South Delhi","3 BHK Builder Floor in Gulmohar park, Delhi",₹8 Cr,"1,800 sqft",3 BHK,8.0,1800.0,3.0,44444.0
DDA Flats Sarita Vihar 4.1,"3 BHK Flat in Sarita Vihar, Delhi",₹2.5 Cr,"1,800 sqft",3 BHK,2.5,1800.0,3.0,13889.0
"Panchsheel Park, Delhi, South Delhi","5 BHK Builder Floor in Panchsheel Park, Delhi",₹13 Cr,"7,200 sqft",5 BHK,13.0,7200.0,5.0,18056.0
"Gulmohar park, Delhi, South Delhi","3 BHK Builder Floor in Gulmohar park, Delhi",₹7.9 Cr,"1,800 sqft",3 BHK,7.9,1800.0,3.0,43889.0
Narmada Apartment 3.8,"3 BHK Flat in Alaknanda, Delhi",₹3.25 Cr,"1,300 sqft",3 BHK,3.25,1300.0,3.0,25000.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹5.5 Cr,"1,800 sqft",3 BHK,5.5,1800.0,3.0,30556.0
"Saket, Delhi, South Delhi","4 BHK Builder Floor in Saket, Delhi",₹9.6 Cr,"3,600 sqft",4 BHK,9.6,3600.0,4.0,26667.0
"Friends Colony West, Delhi, South Delhi","4 BHK Builder Floor in Friends Colony West, Delhi",₹17 Cr,"15,300 sqft",4 BHK,17.0,15300.0,4.0,11111.0
"Maharani Bagh, Delhi, South Delhi","5 BHK Builder Floor in Maharani Bagh, Delhi",₹38 Cr,"9,900 sqft",5 BHK,38.0,9900.0,5.0,38384.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹10 Cr,"4,500 sqft",3 BHK,10.0,4500.0,3.0,22222.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹9 Cr,"2,700 sqft",3 BHK,9.0,2700.0,3.0,33333.0
"Maharani Bagh, Delhi, South Delhi","5 BHK Builder Floor in Maharani Bagh, Delhi",₹30 Cr,"9,900 sqft",5 BHK,30.0,9900.0,5.0,30303.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹16 Cr,"9,000 sqft",4 BHK,16.0,9000.0,4.0,17778.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹11.5 Cr,"2,799 sqft",3 BHK,11.5,2799.0,3.0,41086.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹50 Cr,"10,800 sqft",4 BHK,50.0,10800.0,4.0,46296.0
"Defence Colony, South Delhi","3 Bedroom House in Defence Colony, South Delhi",₹48 Cr,"2,925 sqft",3 BHK,48.0,2925.0,3.0,164103.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹11 Cr,"4,500 sqft",4 BHK,11.0,4500.0,4.0,24444.0
Well maintained first floor,"3 BHK Builder Floor in Greater Kailash 2, Delhi",₹5.35 Cr,"2,250 sqft",3 BHK,5.35,2250.0,3.0,23778.0
B BLOCK,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹9 Cr,"2,970 sqft",4 BHK,9.0,2970.0,4.0,30303.0
CORNER TERRCE RIGHT,"4 BHK Builder Floor in Greater Kailash 2, Delhi",₹10.49 Cr,"2,700 sqft",4 BHK,10.49,2700.0,4.0,38852.0
Luxurious Second Floor,"4 BHK Builder Floor in Soami Nagar, Delhi",₹14 Cr,"4,500 sqft",4 BHK,14.0,4500.0,4.0,31111.0
LAVISH SECOND FLOOR,"4 BHK Builder Floor in Hauz Khas, Delhi",₹8.5 Cr,"2,430 sqft",4 BHK,8.5,2430.0,4.0,34979.0
CORNER EXCULSIVE TERRACE,"3 BHK Builder Floor in Defence Colony, South Delhi",₹12 Cr,"1,953 sqft",3 BHK,12.0,1953.0,3.0,61444.0
CORNER / FIRST FLOOR,"3 BHK Builder Floor in Defence Colony, South Delhi",₹9 Cr,"1,953 sqft",3 BHK,9.0,1953.0,3.0,46083.0
FIRST SECOND ( DUPLEX),"3 BHK Duplex Builder Floor in East of Kailash, Delhi",₹4.25 Cr,"1,350 sqft",3 BHK,4.25,1350.0,3.0,31481.0
CORNER FIRST FLOOR,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹9.25 Cr,"2,700 sqft",4 BHK,9.25,2700.0,4.0,34259.0
GROUND BASEMENT,"4 BHK Triplex Builder Floor in Green Park, Delhi",₹15.5 Cr,"5,000 sqft",4 BHK,15.5,5000.0,4.0,31000.0
Exclusive Terrace,"4 BHK Builder Floor in Kailash Colony, Delhi",₹12 Cr,"5,850 sqft",4 BHK,12.0,5850.0,4.0,20513.0
Lavish First Floor,"3 BHK Builder Floor in Green Park, Delhi",₹5.5 Cr,"1,800 sqft",3 BHK,5.5,1800.0,3.0,30556.0
Triplex Floor,"4 BHK Triplex Builder Floor in Green Park, Delhi",₹11.5 Cr,"4,000 sqft",4 BHK,11.5,4000.0,4.0,28750.0
PARK FACING / SECOND FLOOR,"3 BHK Builder Floor in Gulmohar park, Delhi",₹7 Cr,"1,800 sqft",3 BHK,7.0,1800.0,3.0,38889.0
TERRACE RIGHT,"4 BHK Builder Floor in Panchsheel Park, Delhi",₹17.5 Cr,"4,140 sqft",4 BHK,17.5,4140.0,4.0,42271.0
TRIPLEX,"5 BHK Triplex Builder Floor in Greater Kailash 2, Delhi",₹31 Cr,"10,000 sqft",5 BHK,31.0,10000.0,5.0,31000.0
